Principal Commodity,Country,Unit,Quantity 2011-12,Value (INR) 2011-12,Quantity 2012-13*,Value (INR) 2012-13*
RICE -BASMOTI,MOROCCO,TON,117,8881208,106,7881996
RICE -BASMOTI,MOZAMBIQUE,TON,479,31508721,490,32476573
RICE -BASMOTI,NEPAL,TON,134,3362475,295,14392298
RICE -BASMOTI,NETHERLAND,TON,37275,1724897561,60039,2887597090
RICE -BASMOTI,NETHERLANDANTIL,TON,1,53609,9,659157
RICE -BASMOTI,NEW ZEALAND,TON,2667,148547405,3381,198699118
RICE -BASMOTI,NIGER,TON,139,6327483,130,4642650
RICE -BASMOTI,NIGERIA,TON,1404,61649590,1039,54091507
RICE -BASMOTI,NORWAY,TON,1804,123754833,1966,142682545
RICE -BASMOTI,OMAN,TON,18293,943303895,40102,2443627752
RICE -BASMOTI,PAKISTAN IR,TON,3731,166919340,3128,168616808
RICE -BASMOTI,PAPUA N GNA,TON,1,22428,0,2592
RICE -BASMOTI,PERU,TON,0,0,10,948150
RICE -BASMOTI,PHILIPPINES,TON,2,142913,18,1654431
RICE -BASMOTI,POLAND,TON,510,19403879,3143,142678523
RICE -BASMOTI,PORTUGAL,TON,1813,76845495,3376,151029825
RICE -BASMOTI,QATAR,TON,16012,944725646,61188,4037737193
RICE -BASMOTI,REUNION,TON,5178,252297512,10558,546417703
RICE -BASMOTI,ROMANIA,TON,92,4672622,85,4857516
RICE -BASMOTI,RUSSIA,TON,337,17283005,789,49585009
RICE -BASMOTI,SAUDI ARAB,TON,721246,33808810435,680754,36567298492
RICE -BASMOTI,SENEGAL,TON,0,0,38,1742307
RICE -BASMOTI,SEYCHELLES,TON,3301,167171414,3874,200822916
RICE -BASMOTI,SLOVAK REP,TON,0,0,170,8238569
RICE -BASMOTI,SINGAPORE,TON,5722,343924053,7021,493417943
RICE -BASMOTI,SLOVENIA,TON,11,296880,0,0
RICE -BASMOTI,SOMALIA,TON,1579,71911062,672,24253853
RICE -BASMOTI,SOUTH AFRICA,TON,8128,454767301,9995,631476383
RICE -BASMOTI,SPAIN,TON,8179,363265481,11656,570798168
RICE -BASMOTI,SRI LANKA DSR,TON,67,3945957,230,13061192
RICE -BASMOTI,SUDAN,TON,767,32824890,803,40759911
RICE -BASMOTI,SURINAME,TON,0,0,9,620654
RICE -BASMOTI,SWAZILAND,TON,0,0,207,17206310
RICE -BASMOTI,SWEDEN,TON,3141,167123072,3834,227586886
RICE -BASMOTI,SWITZERLAND,TON,4552,272008352,4275,261004318
RICE -BASMOTI,SYRIA,TON,14780,748981449,5848,315359571
RICE -BASMOTI,TANZANIA REP,TON,3037,141499140,3383,185728795
RICE -BASMOTI,THAILAND,TON,537,31534524,468,30766315
RICE -BASMOTI,TOGO,TON,42,2681456,167,9720501
RICE -BASMOTI,TRINIDAD,TON,111,7677011,130,11018010
RICE -BASMOTI,TUNISIA,TON,316,14548137,475,27886478
RICE -BASMOTI,TURKEY,TON,20512,940970677,3508,164452713
RICE -BASMOTI,TURKMENISTAN,TON,66,3898744,44,2792746
RICE -BASMOTI,UGANDA,TON,115,6976118,154,9222390
RICE -BASMOTI,U ARAB EMTS,TON,728822,34327933175,234154,13084011273
RICE -BASMOTI,U K,TON,141666,6294573110,192075,8486385184
RICE -BASMOTI,UKRAINE,TON,318,15965514,829,50579225
RICE -BASMOTI,U S A,TON,91817,5038819570,91288,5598432637
RICE -BASMOTI,VENEZUELA,TON,0,0,20,1919376
RICE -BASMOTI,VIETNAM SOC REP,TON,3,169231,3,103170
RICE -BASMOTI,YEMEN REPUBLC,TON,92112,4029121201,172100,8768053649
RICE -BASMOTI,CONGO D. REP.,TON,0,0,2,276836
RICE -BASMOTI,ZAMBIA,TON,38,2373535,19,1188485
RICE -BASMOTI,ZIMBABWE,TON,30,2779324,154,4780552
RICE -BASMOTI,UNSPECIFIED,TON,1312,59450413,0,0
RICE(OTHER THAN BASMOTI),AFGHANISTAN TIS,TON,0,0,72,2972560
RICE(OTHER THAN BASMOTI),ALBANIA,TON,0,0,900,22537208
RICE(OTHER THAN BASMOTI),ALGERIA,TON,9022,217775647,56219,1299925605
RICE(OTHER THAN BASMOTI),ANGOLA,TON,6333,149456326,28870,669375908
RICE(OTHER THAN BASMOTI),ARGENTINA,TON,0,0,241,7641529
RICE(OTHER THAN BASMOTI),AUSTRALIA,TON,3710,106997420,3638,119764580
RICE(OTHER THAN BASMOTI),AZERBAIJAN,TON,1050,23864423,1517,33013537
RICE(OTHER THAN BASMOTI),BAHARAIN IS,TON,6731,176535550,7803,232760484
RICE(OTHER THAN BASMOTI),BANGLADESH PR,TON,144704,2719810416,31333,833596128
RICE(OTHER THAN BASMOTI),BELGIUM,TON,9581,157534427,37647,638668651
RICE(OTHER THAN BASMOTI),BENIN,TON,213720,4527460053,577295,13042801595
RICE(OTHER THAN BASMOTI),BERMUDA,TON,0,0,9,202889
RICE(OTHER THAN BASMOTI),BHUTAN,TON,2646,41018437,4815,73538207
RICE(OTHER THAN BASMOTI),BOLIVIA,TON,0,4860,0,0
RICE(OTHER THAN BASMOTI),BOTSWANA,TON,253,6345090,74,2256422
RICE(OTHER THAN BASMOTI),BRAZIL,TON,6,209800,510,13819962
RICE(OTHER THAN BASMOTI),BRUNEI,TON,443,13911218,579,20930212
RICE(OTHER THAN BASMOTI),BULGARIA,TON,800,18170581,2759,61508244
RICE(OTHER THAN BASMOTI),BURKINA FASO,TON,250,5048312,3019,65237685
RICE(OTHER THAN BASMOTI),BURUNDI,TON,0,0,1410,28053695
RICE(OTHER THAN BASMOTI),BELARUS,TON,125,2985781,3689,88131155
RICE(OTHER THAN BASMOTI),CAMBODIA,TON,16,309825,0,0
RICE(OTHER THAN BASMOTI),CAMEROON,TON,55520,1192273919,208303,4168343427
RICE(OTHER THAN BASMOTI),CANADA,TON,3654,126289153,1959,63697386
RICE(OTHER THAN BASMOTI),CAYMAN IS,TON,1,25698,55,1347640
RICE(OTHER THAN BASMOTI),C AFRI REP,TON,259,4845254,4,58125
RICE(OTHER THAN BASMOTI),CHAD,TON,0,0,225,5292344
RICE(OTHER THAN BASMOTI),CHILE,TON,0,0,801,17177050
RICE(OTHER THAN BASMOTI),TAIWAN,TON,2,13018,2220,46887407
RICE(OTHER THAN BASMOTI),CHINA P RP,TON,0,0,1625,33757194
RICE(OTHER THAN BASMOTI),COCOS IS,TON,2000,38415000,0,0
RICE(OTHER THAN BASMOTI),COLOMBIA,TON,19,810679,950,18678488
RICE(OTHER THAN BASMOTI),COMOROS,TON,1475,32353580,13199,290267546
RICE(OTHER THAN BASMOTI),CONGO P REP,TON,4426,95546440,20681,446564520
RICE(OTHER THAN BASMOTI),CROATIA,TON,475,11119563,1969,43454715
RICE(OTHER THAN BASMOTI),CUBA,TON,0,24,0,0
RICE(OTHER THAN BASMOTI),DENMARK,TON,0,0,7,362679
RICE(OTHER THAN BASMOTI),DJIBOUTI,TON,24123,505766936,52649,1155655686
RICE(OTHER THAN BASMOTI),EGYPT A RP,TON,222282,4487439870,36824,713442089
RICE(OTHER THAN BASMOTI),EL SALVADOR,TON,60,1278720,40,860710
RICE(OTHER THAN BASMOTI),ETHIOPIA,TON,8081,161766104,19666,424197149
RICE(OTHER THAN BASMOTI),ERITREA,TON,312,6970002,0,0
RICE(OTHER THAN BASMOTI),EQUTL GUINEA,TON,3160,74082961,7434,170372861
RICE(OTHER THAN BASMOTI),FINLAND,TON,0,0,2,62154
RICE(OTHER THAN BASMOTI),FIJI IS,TON,772,18077868,2093,48394648
RICE(OTHER THAN BASMOTI),FRANCE,TON,2767,67030612,1847,45753757
RICE(OTHER THAN BASMOTI),GAMBIA,TON,8903,159075527,10951,217451176
RICE(OTHER THAN BASMOTI),GEORGIA,TON,1088,21868465,4269,103726945
RICE(OTHER THAN BASMOTI),GERMANY,TON,1416,34262455,1176,32009671
RICE(OTHER THAN BASMOTI),GHANA,TON,49941,1121372408,46319,1048305447
RICE(OTHER THAN BASMOTI),GREECE,TON,18,582371,1076,27709351
RICE(OTHER THAN BASMOTI),GRENADA,TON,48,1025244,150,3204874
RICE(OTHER THAN BASMOTI),GUATEMALA,TON,80,1698390,480,10242318
RICE(OTHER THAN BASMOTI),GUINEA,TON,15003,288072670,282115,5772178972
RICE(OTHER THAN BASMOTI),GUINEA BISSAU,TON,25412,451559489,23793,428082684
RICE(OTHER THAN BASMOTI),GUYANA,TON,0,0,156,3665786
RICE(OTHER THAN BASMOTI),HAITI,TON,2600,53404199,4299,91980476
RICE(OTHER THAN BASMOTI),HONDURAS,TON,60,1278720,150,3123102
RICE(OTHER THAN BASMOTI),HONG KONG,TON,990,24376269,1881,47662712
RICE(OTHER THAN BASMOTI),INDONESIA,TON,230392,5464991915,135716,3130224831
RICE(OTHER THAN BASMOTI),IRAN,TON,9156,269723839,38192,1265658707
RICE(OTHER THAN BASMOTI),IRAQ,TON,52970,1508263428,13949,446630468
RICE(OTHER THAN BASMOTI),IRELAND,TON,309,9790594,196,6797520
RICE(OTHER THAN BASMOTI),ISRAEL,TON,1641,39586133,1372,34797152
RICE(OTHER THAN BASMOTI),ITALY,TON,558,21712612,6740,169380738
RICE(OTHER THAN BASMOTI),COTE D' IVOIRE,TON,282327,5563580145,596844,11758929868
RICE(OTHER THAN BASMOTI),JAMAICA,TON,1258,25758375,2052,45371897
RICE(OTHER THAN BASMOTI),JAPAN,TON,27,1049086,20,562090
RICE(OTHER THAN BASMOTI),JORDAN,TON,3582,104195214,13161,356164041
RICE(OTHER THAN BASMOTI),KAZAKHSTAN,TON,1,12830,61,1134755
RICE(OTHER THAN BASMOTI),KENYA,TON,69136,1444037719,33599,677028499
RICE(OTHER THAN BASMOTI),KOREA DP RP,TON,225,4260583,1,54574
RICE(OTHER THAN BASMOTI),KOREA RP,TON,1,56748,12936,286988806
RICE(OTHER THAN BASMOTI),KUWAIT,TON,18901,598134296,40148,1238119049
RICE(OTHER THAN BASMOTI),LATVIA,TON,0,0,251,5856520
RICE(OTHER THAN BASMOTI),LEBANON,TON,823,19099765,5080,121321101
RICE(OTHER THAN BASMOTI),LIBERIA,TON,31278,593711415,167151,3357801520
RICE(OTHER THAN BASMOTI),LITHUANIA,TON,1885,44025403,3188,75521656
RICE(OTHER THAN BASMOTI),MADAGASCAR,TON,34830,647045429,102269,2056069322
RICE(OTHER THAN BASMOTI),MALAWI,TON,1,34234,133,2761697
RICE(OTHER THAN BASMOTI),MALAYSIA,TON,17739,445079553,25614,608045673
RICE(OTHER THAN BASMOTI),MALDIVES,TON,21114,499081136,21014,507450500
RICE(OTHER THAN BASMOTI),MALI,TON,0,5316,46,1307784
RICE(OTHER THAN BASMOTI),MALTA,TON,0,0,26,592350
RICE(OTHER THAN BASMOTI),MAURITANIA,TON,4082,75630884,4425,80783739
RICE(OTHER THAN BASMOTI),MAURITIUS,TON,10376,235048246,20944,464577520
RICE(OTHER THAN BASMOTI),MYANMAR,TON,93,2518010,2,126607
RICE(OTHER THAN BASMOTI),MEXICO,TON,0,0,2295,56801828
RICE(OTHER THAN BASMOTI),MOLDOVA,TON,0,0,150,3284172
RICE(OTHER THAN BASMOTI),MONGOLIA,TON,0,7290,0,1631
RICE(OTHER THAN BASMOTI),MOROCCO,TON,1016,18824581,225,5707315
RICE(OTHER THAN BASMOTI),MOZAMBIQUE,TON,23786,525602931,112782,2350187882
RICE(OTHER THAN BASMOTI),NAMIBIA,TON,2750,56346536,5686,122129102
RICE(OTHER THAN BASMOTI),NEPAL,TON,140864,2102203060,369938,5431229836
RICE(OTHER THAN BASMOTI),NETHERLAND,TON,4420,141230116,5575,142879366
RICE(OTHER THAN BASMOTI),NETHERLANDANTIL,TON,23,451089,25,588565
RICE(OTHER THAN BASMOTI),NEW ZEALAND,TON,665,19250573,730,24869998
RICE(OTHER THAN BASMOTI),NIGER,TON,2500,45722850,17085,376835618
RICE(OTHER THAN BASMOTI),NIGERIA,TON,813801,17744315106,813199,18474256019
RICE(OTHER THAN BASMOTI),NORWAY,TON,42,743094,51,1203992
RICE(OTHER THAN BASMOTI),OMAN,TON,48961,1155208454,82133,1933097454
RICE(OTHER THAN BASMOTI),PAKISTAN IR,TON,0,958,391,59176518
RICE(OTHER THAN BASMOTI),PERU,TON,0,0,50,1262027
RICE(OTHER THAN BASMOTI),PHILIPPINES,TON,17180,584247284,104737,2617834648
RICE(OTHER THAN BASMOTI),POLAND,TON,1208,25305458,5534,122088474
RICE(OTHER THAN BASMOTI),PORTUGAL,TON,672,18020613,2266,51405346
RICE(OTHER THAN BASMOTI),EAST TIMOR,TON,10750,243822938,22,391623
RICE(OTHER THAN BASMOTI),QATAR,TON,17016,491078867,29941,929239196
RICE(OTHER THAN BASMOTI),REUNION,TON,788,24489738,644,15527197
RICE(OTHER THAN BASMOTI),ROMANIA,TON,22,1079505,21,1679292
RICE(OTHER THAN BASMOTI),RUSSIA,TON,9490,217382124,62251,1412280193
RICE(OTHER THAN BASMOTI),RWANDA,TON,500,7946176,4308,95403392
RICE(OTHER THAN BASMOTI),SAO TOME,TON,413,7800402,80,1553480
RICE(OTHER THAN BASMOTI),SAUDI ARAB,TON,102680,2798628010,143171,4349489763
RICE(OTHER THAN BASMOTI),SENEGAL,TON,333929,5893413103,854923,14637555881
RICE(OTHER THAN BASMOTI),SEYCHELLES,TON,542,23703055,11,126899
RICE(OTHER THAN BASMOTI),SIERRA LEONE,TON,14467,278807844,57431,1206124717
RICE(OTHER THAN BASMOTI),SLOVAK REP,TON,0,0,102,3408987
RICE(OTHER THAN BASMOTI),SINGAPORE,TON,58818,1769140765,134831,3563258341
RICE(OTHER THAN BASMOTI),SLOVENIA,TON,0,0,49,1164548
RICE(OTHER THAN BASMOTI),SOMALIA,TON,82387,1659504963,65315,1372179762
RICE(OTHER THAN BASMOTI),SOUTH AFRICA,TON,192121,4079686512,431272,9277757894
RICE(OTHER THAN BASMOTI),SPAIN,TON,15604,320679426,17988,443856974
RICE(OTHER THAN BASMOTI),SRI LANKA DSR,TON,15611,342183496,4111,133621551
RICE(OTHER THAN BASMOTI),ST LUCIA,TON,48,1025244,75,1575299
RICE(OTHER THAN BASMOTI),SUDAN,TON,6526,138369269,22538,497549634
RICE(OTHER THAN BASMOTI),SWAZILAND,TON,0,0,22,137343
RICE(OTHER THAN BASMOTI),SWEDEN,TON,131,4836842,43,1211493
RICE(OTHER THAN BASMOTI),SWITZERLAND,TON,3445,79594353,1388,29492257
RICE(OTHER THAN BASMOTI),SYRIA,TON,8468,213629551,38113,971218418
RICE(OTHER THAN BASMOTI),TAJIKISTAN,TON,0,0,407,9127715
RICE(OTHER THAN BASMOTI),TANZANIA REP,TON,14460,311618369,28452,648547070
RICE(OTHER THAN BASMOTI),THAILAND,TON,4,124171,12,128926
RICE(OTHER THAN BASMOTI),TOGO,TON,78956,1551565982,73136,1449082508
RICE(OTHER THAN BASMOTI),TRINIDAD,TON,226,5196838,1000,23770965
RICE(OTHER THAN BASMOTI),TUNISIA,TON,6001,139672763,5150,123663598
RICE(OTHER THAN BASMOTI),TURKEY,TON,1954,48148971,12603,278315595
RICE(OTHER THAN BASMOTI),TURKMENISTAN,TON,0,272,150,3286394
RICE(OTHER THAN BASMOTI),UGANDA,TON,1113,21896521,3878,89964406
RICE(OTHER THAN BASMOTI),U ARAB EMTS,TON,207471,4990340983,262026,7599620208
RICE(OTHER THAN BASMOTI),U K,TON,19479,644135116,23443,572256300
RICE(OTHER THAN BASMOTI),UKRAINE,TON,3660,79667793,11476,255484319
RICE(OTHER THAN BASMOTI),U S A,TON,19964,722196621,21164,853850742
RICE(OTHER THAN BASMOTI),UZBEKISTAN,TON,0,0,98,2771010
RICE(OTHER THAN BASMOTI),VANUATU REP,TON,0,0,148,4355605
RICE(OTHER THAN BASMOTI),VIETNAM SOC REP,TON,2986,299223629,2203,271461698
RICE(OTHER THAN BASMOTI),VIRGIN IS US,TON,4500,87328125,0,0
RICE(OTHER THAN BASMOTI),SAMOA,TON,25,374205,0,0
RICE(OTHER THAN BASMOTI),YEMEN REPUBLC,TON,72327,1756353712,55460,1519248161
RICE(OTHER THAN BASMOTI),CONGO D. REP.,TON,0,0,10350,211808437
RICE(OTHER THAN BASMOTI),ZAMBIA,TON,1456,34452516,225,6823836
RICE(OTHER THAN BASMOTI),ZIMBABWE,TON,4452,98129383,3650,80670149
RICE(OTHER THAN BASMOTI),UNSPECIFIED,TON,0,0,227,3401250
WHEAT,AFGHANISTAN TIS,TON,34937,592535947,32499,643175000
WHEAT,AUSTRALIA,TON,9,128541,2,38689
WHEAT,BAHARAIN IS,TON,37,562368,9074,148004337
WHEAT,BANGLADESH PR,TON,312477,4275190233,1733969,27631197243
WHEAT,BENIN,TON,0,0,3,33393
WHEAT,BRUNEI,TON,3,97248,4,114934
WHEAT,CANADA,TON,0,9957,0,0
WHEAT,TAIWAN,TON,24038,318415814,72636,1182540851
WHEAT,CHINA P RP,TON,1150,17853981,4876,87746643
WHEAT,CONGO P REP,TON,0,0,0,5693
WHEAT,DENMARK,TON,0,0,0,3535
WHEAT,DJIBOUTI,TON,25000,353193750,461070,7543529621
WHEAT,ETHIOPIA,TON,4,57412,395625,6513894676
WHEAT,GAMBIA,TON,1,13637,1,21777
WHEAT,GHANA,TON,0,0,168,2334948
WHEAT,GUINEA,TON,5,71451,4,123143
WHEAT,HONG KONG,TON,3,119587,3,139081
WHEAT,INDONESIA,TON,3352,44728406,375425,6135617945
WHEAT,ISRAEL,TON,325,5774216,40,1025325
WHEAT,ITALY,TON,0,0,80,1319850
WHEAT,JAPAN,TON,0,0,0,3019
WHEAT,JORDAN,TON,174,2809168,1738,31585771
WHEAT,KENYA,TON,0,0,8,80641
WHEAT,KOREA DP RP,TON,0,0,65832,1052816002
WHEAT,KOREA RP,TON,0,0,1053742,17220433597
WHEAT,KUWAIT,TON,291,4283022,18903,280467602
WHEAT,MADAGASCAR,TON,0,5832,0,1833
WHEAT,MALAWI,TON,0,0,1,19635
WHEAT,MALAYSIA,TON,20138,265167658,72427,1153851220
WHEAT,MYANMAR,TON,1485,18714552,11292,176026328
WHEAT,MOZAMBIQUE,TON,0,0,27000,459561600
WHEAT,NEPAL,TON,2633,29169228,4631,65919257
WHEAT,NEW ZEALAND,TON,0,0,121,2428483
WHEAT,NIGERIA,TON,87,746852,34,471094
WHEAT,OMAN,TON,35400,449576787,206965,3163298280
WHEAT,PAKISTAN IR,TON,38944,657278323,0,0
WHEAT,PHILIPPINES,TON,857,11393258,185009,3093502134
WHEAT,QATAR,TON,34025,472203996,104823,1662166761
WHEAT,SAUDI ARAB,TON,461,6484014,763,14219084
WHEAT,SENEGAL,TON,0,0,0,2756
WHEAT,SEYCHELLES,TON,45,786084,187,4126639
WHEAT,SINGAPORE,TON,56,1201838,29,531154
WHEAT,SOUTH AFRICA,TON,0,0,1,30305
WHEAT,SRI LANKA DSR,TON,18261,242709021,17061,307479613
WHEAT,SUDAN,TON,2922,41924821,60957,1049354625
WHEAT,TANZANIA REP,TON,1,18056,197691,3156589348
WHEAT,THAILAND,TON,46976,588677258,300656,4924702070
WHEAT,UGANDA,TON,17,199938,98,1573470
WHEAT,U ARAB EMTS,TON,115660,1557564713,497111,8054073873
WHEAT,U K,TON,425,6567315,930,18632847
WHEAT,U S A,TON,16,222252,105,1765137
WHEAT,VIETNAM SOC REP,TON,16932,217857795,50553,835736471
WHEAT,YEMEN REPUBLC,TON,3600,48370747,507231,8253719099
WHEAT,UNSPECIFIED,TON,0,0,600,7457070
OTHER CEREALS,ALGERIA,TON,550,8734782,1424,22390449
OTHER CEREALS,ANGOLA,TON,0,0,66,1738403
OTHER CEREALS,ARGENTINA,TON,0,0,4,651948
OTHER CEREALS,AUSTRALIA,TON,246,6376235,231,5875729
OTHER CEREALS,ARUBA,TON,15,195195,0,0
OTHER CEREALS,BAHARAIN IS,TON,1456,21648105,1214,21306298
OTHER CEREALS,BANGLADESH PR,TON,483309,6137949129,136106,2489509234
OTHER CEREALS,BARBADOS,TON,0,0,2,47025
OTHER CEREALS,BELGIUM,TON,2142,47328245,3918,89906099
OTHER CEREALS,BENIN,TON,1000,20056400,5750,99257017
OTHER CEREALS,BERMUDA,TON,0,0,0,338
OTHER CEREALS,BHUTAN,TON,3288,71852676,1496,42345245
OTHER CEREALS,BOTSWANA,TON,0,3379,0,0
OTHER CEREALS,BRUNEI,TON,2323,42858247,3722,72328110
OTHER CEREALS,CAMEROON,TON,1201,15704156,15872,231502721
OTHER CEREALS,CANADA,TON,874,13268638,3758,79329019
OTHER CEREALS,CHILE,TON,0,0,23,541801
OTHER CEREALS,TAIWAN,TON,226103,3258595852,427114,6827655016
OTHER CEREALS,CHINA P RP,TON,120968,1673582867,47191,747161932
OTHER CEREALS,COLOMBIA,TON,20,922792,0,0
OTHER CEREALS,COMOROS,TON,0,0,25,395537
OTHER CEREALS,CONGO P REP,TON,0,0,0,384
OTHER CEREALS,CZECH REPUBLIC,TON,40,1237722,0,0
OTHER CEREALS,DJIBOUTI,TON,1327,20009274,994,16837329
OTHER CEREALS,DOMINICA,TON,0,0,0,1957
OTHER CEREALS,EGYPT A RP,TON,4372,122161062,3954,113274444
OTHER CEREALS,ETHIOPIA,TON,15,105606,0,0
OTHER CEREALS,ERITREA,TON,0,0,24000,390879356
OTHER CEREALS,FIJI IS,TON,1,23415,30,1242693
OTHER CEREALS,FRANCE,TON,60,2677500,300,11760566
OTHER CEREALS,FR POLYNESIA,TON,2526,30509028,0,0
OTHER CEREALS,GEORGIA,TON,45,667087,0,0
OTHER CEREALS,GERMANY,TON,476,16567901,793,37588249
OTHER CEREALS,GHANA,TON,551,7989419,5001,82490717
OTHER CEREALS,GREECE,TON,9,298471,29,398473
OTHER CEREALS,HONG KONG,TON,3856,53155728,7621,120879937
OTHER CEREALS,HUNGARY,TON,19,876060,42,919512
OTHER CEREALS,INDONESIA,TON,1062560,13954339769,1572157,23176497868
OTHER CEREALS,IRAN,TON,1877,24513494,110642,1987906267
OTHER CEREALS,IRAQ,TON,522,6840860,0,0
OTHER CEREALS,IRELAND,TON,0,1324,0,1622
OTHER CEREALS,ISRAEL,TON,1147,18442371,53413,816432449
OTHER CEREALS,ITALY,TON,1518,32320205,27921,431298980
OTHER CEREALS,JAPAN,TON,8442,153188197,6031,126806188
OTHER CEREALS,JORDAN,TON,13770,185321467,49225,753702336
OTHER CEREALS,KENYA,TON,15287,219315113,30026,438065733
OTHER CEREALS,KOREA DP RP,TON,608,8704450,160,6445087
OTHER CEREALS,KOREA RP,TON,64961,853074970,59120,797079850
OTHER CEREALS,KUWAIT,TON,1850,29782284,2684,47561382
OTHER CEREALS,LEBANON,TON,232,3868405,513,10863929
OTHER CEREALS,LIBYA,TON,1058,15289281,1184,19043844
OTHER CEREALS,MADAGASCAR,TON,0,3402,1,73918
OTHER CEREALS,MALAWI,TON,2,11856,1,12434
OTHER CEREALS,MALAYSIA,TON,786640,10660528291,974770,14151528340
OTHER CEREALS,MALDIVES,TON,317,5320721,381,7094592
OTHER CEREALS,MALI,TON,1,6858,0,0
OTHER CEREALS,MALTA,TON,71,969278,93,1393055
OTHER CEREALS,MAURITIUS,TON,33,722196,93,1681572
OTHER CEREALS,MEXICO,TON,0,447,0,0
OTHER CEREALS,MOROCCO,TON,1280,18204930,1375,22566025
OTHER CEREALS,MOZAMBIQUE,TON,2,26479,1,32552
OTHER CEREALS,NAMIBIA,TON,1525,21681131,4451,72824460
OTHER CEREALS,NEPAL,TON,82071,1032476197,152854,1900741831
OTHER CEREALS,NETHERLAND,TON,1126,27410674,598,23518195
OTHER CEREALS,NETHERLANDANTIL,TON,0,0,0,6856
OTHER CEREALS,NEW ZEALAND,TON,404,6071628,168,3831089
OTHER CEREALS,NIGERIA,TON,0,0,183,3410818
OTHER CEREALS,NORWAY,TON,18,209761,266,6233744
OTHER CEREALS,OMAN,TON,77375,1020355277,59418,903698337
OTHER CEREALS,PAKISTAN IR,TON,40921,723593003,19387,552433912
OTHER CEREALS,PHILIPPINES,TON,14157,203514701,21133,343823589
OTHER CEREALS,POLAND,TON,38,1714391,0,0
OTHER CEREALS,PORTUGAL,TON,882,17117946,1556,31329433
OTHER CEREALS,QATAR,TON,4159,59690361,6477,100843543
OTHER CEREALS,REUNION,TON,12,196816,22,390460
OTHER CEREALS,RUSSIA,TON,460,27577495,48,3171016
OTHER CEREALS,SAUDI ARAB,TON,12609,181613688,19513,347574908
OTHER CEREALS,SENEGAL,TON,0,0,6648,101587423
OTHER CEREALS,SERBIA MONTNGRO,TON,39,1956269,0,0
OTHER CEREALS,SEYCHELLES,TON,1052,15457771,429,7535258
OTHER CEREALS,SIERRA LEONE,TON,0,0,27,440591
OTHER CEREALS,SINGAPORE,TON,44109,588910987,43355,634422011
OTHER CEREALS,SLOVENIA,TON,19,931759,0,0
OTHER CEREALS,SOUTH AFRICA,TON,2257,33457556,935,23147881
OTHER CEREALS,SPAIN,TON,213,4021189,2938,48043871
OTHER CEREALS,SRI LANKA DSR,TON,6292,79448359,2233,46969448
OTHER CEREALS,SUDAN,TON,1347,46351819,999,16878218
OTHER CEREALS,SURINAME,TON,46,927979,113,2197474
OTHER CEREALS,SWEDEN,TON,1,17248,0,0
OTHER CEREALS,SWITZERLAND,TON,2,50057,11,313975
OTHER CEREALS,SYRIA,TON,43,527436,0,0
OTHER CEREALS,TANZANIA REP,TON,4,82257,10007,158620603
OTHER CEREALS,THAILAND,TON,241,22247115,1003,118216070
OTHER CEREALS,TOGO,TON,0,0,14000,221347750
OTHER CEREALS,TRINIDAD,TON,0,775,0,0
OTHER CEREALS,TUNISIA,TON,6467,109816406,4134,79950356
OTHER CEREALS,TURKEY,TON,118,1680273,74,1861481
OTHER CEREALS,UGANDA,TON,2,32406,21,266301
OTHER CEREALS,U ARAB EMTS,TON,156713,2124541039,152494,2359551508
OTHER CEREALS,U K,TON,2916,56287416,3136,65031702
OTHER CEREALS,UKRAINE,TON,0,9,20,126512
OTHER CEREALS,U S A,TON,1517,46956976,2029,98223646
OTHER CEREALS,UZBEKISTAN,TON,0,0,0,1550
OTHER CEREALS,VIETNAM SOC REP,TON,751187,10095727050,1288995,18560640335
OTHER CEREALS,YEMEN REPUBLC,TON,43850,607701750,63266,1028439599
OTHER CEREALS,CONGO D. REP.,TON,0,0,0,10384
OTHER CEREALS,ZAMBIA,TON,3,56298,0,0
OTHER CEREALS,UNSPECIFIED,TON,523,2671688,30,270270
DAIRY PRODUCTS,AFGHANISTAN TIS,,0,285480,0,179819596
DAIRY PRODUCTS,ALGERIA,,0,0,0,951409076
DAIRY PRODUCTS,ANGOLA,,0,0,0,181053
DAIRY PRODUCTS,AUSTRALIA,,0,165112033,0,161789317
DAIRY PRODUCTS,BAHARAIN IS,,0,77453982,0,223105512
DAIRY PRODUCTS,BANGLADESH PR,,0,33225187,0,2609583961
DAIRY PRODUCTS,BELIZE,,0,0,0,32130
DAIRY PRODUCTS,BELGIUM,,0,173263,0,31990383
DAIRY PRODUCTS,BENIN,,0,2647,0,0
DAIRY PRODUCTS,BHUTAN,,0,8606678,0,111551241
DAIRY PRODUCTS,BOTSWANA,,0,251181,0,829701
DAIRY PRODUCTS,BRAZIL,,0,0,0,208468
DAIRY PRODUCTS,BRUNEI,,0,877469,0,156438
DAIRY PRODUCTS,BURUNDI,,0,64429,0,0
DAIRY PRODUCTS,BELARUS,,0,907485,0,0
DAIRY PRODUCTS,CAMBODIA,,0,0,0,33361
DAIRY PRODUCTS,CAMEROON,,0,0,0,12147853
DAIRY PRODUCTS,CANADA,,0,18267769,0,40276565
DAIRY PRODUCTS,CAYMAN IS,,0,2600,0,2600
DAIRY PRODUCTS,CHILE,,0,0,0,5203
DAIRY PRODUCTS,TAIWAN,,0,413894,0,459397
